,Unnamed: 0,ID,Timestamp,Text,Class
2152,2020,1010669241857729024,2018-06-23 23:41:39,Watching my Muppet friends this Saturday afternoon. I watched them one time in the morning/early afternoon because I had to go to the auction and a breast cancer fundraiser at 3pm in the afternoon. @welcomemattv @PeterLinzMuppet @billbarretta @tyler_bunch @JBuescherpic.twitter.com/0fniXFp0iq,0
2153,2021,891430083079970816,2017-07-29 22:47:48," #DippinDots, @TitusONeilWWE & @SusanGKomen coming together to achieve our common goal of preventing & curing #breastcancer pic.twitter.com/xgsLWl3vdB",0
2156,2024,942510982424915968,2017-12-17 21:45:03,"""As the daughter & great-granddaughter of breast cancer survivors, I knew I was at increased risk of developing breast cancer. My Ashkenazi Jewish heritage also increased the likelihood that I would develop cancer in my lifetime."" - Cheryl Newman-Tarwater, #breastcancer survivor.",0
2157,2025,1021534239051795968,2018-07-23 23:15:16,"""Health is the most precious thing in life and yet we often take it for granted. Without health we have nothing. Be grateful for your health."" ... #breastcancer #survivortwice #uterinecancer #lymphedema #faith #hope #courage #love #mylife #healthpic.twitter.com/ocvllCCsto",0
2159,2027,972612813733556224,2018-03-10 23:18:59,"""I treat myself as if I AM someone who is deeply loved. All kinds of events come and go; yet, through it all, my love for myself is constant. My love is powerful."" ... #lymphedema #breastcancer #uterinecancer #selfesteem #lovepic.twitter.com/pnvGTgmjnP",0
2162,2031,1043632094646161024,2018-09-22 22:44:15,"""There's hope.""  My oncologist's last words as she left my room.  #Cancersucks #hope #faith #breastcancer pic.twitter.com/BNlG6idkUG",1
2165,2034,917170242039795712,2017-10-08 23:30:00,"#breastcancer #BreastCancerAwareness  I will stream making the donation. Those who want to honor someone or in memory, email me at",0
2166,2035,891071069515169792,2017-07-28 23:01:12,#breastcancer #divorce I felt should have been added to my last tweet - I hope to change my chemistry more naturally eventually #integrative,0
2168,2037,1049442992707260032,2018-10-08 23:34:41,"#BreastCancer Awareness Month: Detection of early stage breast cancer allows patients to undergo Lumpectomy, a procedure where only the cancerous mass is removed, leaving the breast intact. Check out our realistic Lumpectomy Trainer! #Healthtech #Medtech #Lazarus3D #BreastCancer pic.twitter.com/x9zeWa4Per",0
2170,2039,929122237189443584,2017-11-10 23:02:58,#breastcancer Fantastic giveaway please count me in. Incredible work you do,0
2172,2041,905569882737057792,2017-09-06 23:14:19,#breastcancer our beautiful pink cat eye ribbons of hope breast cancer awareness bracelets are selling for $6 each pic.twitter.com/1tDMd5ItRD,0
2175,2044,986020214923059200,2018-04-16 23:15:13,#cancersucks #breastcancer #round3 twisted sense of humor keeps me sane.....pic.twitter.com/wiaEKTMkQG,0
2177,2046,843228359719108608,2017-03-18 22:31:22,#drinknatalies Love Natalie's Orchard Island Juice at our DAM MAD #breastcancer inaugural event. pic.twitter.com/GzvHbtuZaJ,0
2179,2048,911361831804968960,2017-09-22 22:49:27,#grateful for my #radiation oncologist who challenges my decision to eschew #breastcancer meds but rejoices that I'm #thriving nonetheless,1
2180,2049,929464988338741248,2017-11-11 21:44:56,"#grateful that #drummathon2017 was so incredible! We raised funds which will save lives! We are so #grateful for our sponsors, celeb's and you! #breastcancer #bccsipic.twitter.com/FUTr12PO5c",0
2182,2051,953769370681053184,2018-01-17 23:21:52,#HonestyHour If you make a decision to no longer cover a drug you once covered ... and it affects the lives and pockets of families that are dealing with death how can you not have the decency to respond with a human #humana? #breastcancer we are strong and mighty.,0
2184,2053,1011398029834898944,2018-06-25 23:57:35,"#IPreExist -- have been a #breastcancer patient since 2014 and caregiver to a #MultipleSclerosis patient since 2001. Supporter of all-volunteer foundation that helps cancer pts in my county pay for basics like food, gas, utilities, as well as med tests.",1
2190,2060,951230863920025600,2018-01-10 23:14:45,"#Poliosurvivor's need to research the treatment for #Cancer and #chemo it gave my mom all of her polio symptoms back after 1 treatment! So to never walk, it paralyzed her whole right side again.   Just like the disease did to her @ 15 years old! #breastcancer #polio",0
2191,2061,1015732152917544960,2018-07-07 22:59:51,#Saturday Fighting #breastcancer and #ovariancancer with our #FABULOUS @RockNRunFL team!!!pic.twitter.com/elFuSJQ42f,0
2192,2063,936381486013534208,2017-11-30 23:48:38,#TBT to our VERY FIRST Facebook post and picture 7 years ago!  #breastcancerresearch #breastcancer pic.twitter.com/V552uv4Wlf,0
2194,2065,955952591132741632,2018-01-23 23:57:13,#ThankYou to @LGFB for my upcoming Look Good Feel Better class & to @amcancersociety for upcoming wig appt to help me look my best during treatment to evict my #breastcancer #strongwomenpic.twitter.com/FNIHdR8HHa,1
2195,2066,979496644025622528,2018-03-29 23:12:52,"#therealfullmontyladiesnight just saw this, omg wow ladies you were all so brave and incredible. Thank you for raising awareness of #breastcancer I lost my mum 4 years ago much respect to you all xxxx",0
2196,2067,979496851488550912,2018-03-29 23:13:42,"#TheRealFullMontyLadiesNight live what an inspiration ladies you all need to check on a regular basis, it’s so close to home for me and the quicker it’s caught the better #TheRealFullMonty #boob #boobies #breastcancer #checkyourboobs #cancer @NolanColeen",0
2198,2069,953044421024665600,2018-01-15 23:21:11,"#WomensHealth ladies , we know you are more clues up on things than us lads, maybe you could give us a hand #womensfashion #cancer #breastcancer pic.twitter.com/n2FtelW4oZ",0
2199,2070,828011309337808896,2017-02-04 22:44:14,#worldCancerDayUk Together we are Stronger!! We will BEAT Cancer #StandupToCancer support @CR_UK #breastcancer #prostatecancer be positive ,0
2200,2072,1054153931981537024,2018-10-21 23:34:17,... give me a beautiful kitchen and I'll cook you a tasty meal. My first meal in my new kitchen as the celebration continues... #Pinktober #breastcancer #cancerfree #survivormode,1
2201,2073,907716970753048576,2017-09-12 21:26:05,.@georgetakata one of my favorites!  Wearing pink to raise $$ to fight #breastcancer. #realmenwearpink #acspic.twitter.com/QH4uhibudI,0
2202,2074,1042555221057176064,2018-09-19 23:25:09,".@mandukayoga's #ProjectOM aims to inspire & expand the conversation abt how yoga can make an incredible difference in our lives. To fight #breastcancer One More mat at a time, @hot8yoga locations are hosting classes on 9/24 to benefit @SusanGKomen. Spots are limited--book now!pic.twitter.com/Vay8SbObyl",0
2203,2075,878039166512017408,2017-06-22 23:57:05,.@RodanFieldsHQ Hello! Do you offer any ambassador program? I recently went through #breastcancer treatment and missing my lashes!,1
2204,2076,1003053694839996032,2018-06-02 23:20:11,.@SenatorCash stop wasting my hard earned tax payers $ on a #witchhunt on @AustralianLabor . I have returned to work after #chemo for #breastcancer to pay your wage! You are a #leaner #Insiders,1
2205,2077,847228665620340736,2017-03-29 23:27:09,"@4carriefloyd Please take a few minutes and follow my daughter, it would mean a lot to me #breastcancer #mammograms #cancer",0
2206,2078,840699222877908992,2017-03-11 23:01:28,"@4carriefloyd would you please take a few minutes and follow my daughter, Please,it would mean a lot to me #breastcancer #mammograms #cancer",0
2207,2079,904108831227174912,2017-09-02 22:28:37,@ale_moretti Why is Italian customs holding my phone in Tessera? I have #breastcancer and need it to talk to my doctor while in Italy. Help!,1
2208,2080,818964080413339648,2017-01-10 23:33:47,@AliceWTMatter @amirhannan @Nudge2health @thehippyhen @shaheedashaikh  pls have a read of my blog  & retweet TY #breastcancer,0
2209,2081,879840643484352512,2017-06-27 23:15:30,@amykpatel Hi  1st screening at 45 discrepancy d/t dense breasts? NO #cancer in family Dr wants daughters  mammo at 35 d/t my #BreastCancer,1
2210,2082,818960817286680576,2017-01-10 23:20:49,@athleteonchemo @BBethJo @BRCAinfo @BreastDocUK @anticancerclub @uprojects pls have a read of my blog  & retweet TY #breastcancer,0
2211,2083,1012468950976881024,2018-06-28 22:53:03,@boobytrapp_app are you in active treatment?  Countless appointments?  Need a friend?  This is the perfect app for you.  We are supporting our friend @beacompagnon and we're giving this app a thumbs up!  #BCCWW Hat's off great things coming for our community. #breastcancer,0
2212,2084,1001601891392830976,2018-05-29 23:11:14,"@BreastAdvocate Desirable Essence Boutique, would love to be a voice for the many that are battling #breastcancer with my ""Breast Cancer Kit"" which will be pink this one is for sarcoma cancer that took my husband. pic.twitter.com/tpbSC18yDA",0
2213,2085,1060319094103138048,2018-11-07 23:52:26,@BreastScreenNSW @McGrathFdn @glennmcgrath11 it’s #NRRTW and one of our extremely talented #radiationtherapists used it as an opportunity to remind ladies to check for signs of #breastcancer @ASMIRTorg @JamieMarj #greatbakeoffpic.twitter.com/yXCmHfVKZE,0
2217,2090,819331420501905408,2017-01-11 23:53:27,@eatdrinkfrolic fish in parchment paper. Perfect mini meal for my #breastcancer Thanks for posting on your blog! pic.twitter.com/xbm8ARnlRu,1
2218,2091,913548189478805504,2017-09-28 23:37:15,"@EbonySteele totally warmed my heart today!  Your call to action for men to talk about #breastcancer with fam, so needed! @dailyblastlive",0
2219,2092,913547559880159232,2017-09-28 23:34:45,@GiulianaRancic @DohertyShannen Ur my inspiration. Going thru my 2nd battle in 6 yrs. Just started chemo. Long road ahead#breastcancer pic.twitter.com/EdhMAVMAyY,1
2220,2093,974066603296882688,2018-03-14 23:35:50,@GuyHudsonMD @Swedish - President @BarackObama wrote me a letter. It was in today’s mail. I started crying as I was reading it #breastcancer pic.twitter.com/DsQzOQt1CL,0
2221,2094,819321040824311808,2017-01-11 23:12:13,"@hildegardj1ivu Thank you so much for following us, hildegardj1ivu. Connect with our #breastcancer fund on Twitter  @RaftCharity",0
2222,2095,992183306497163264,2018-05-03 23:25:08,@KMacTWN  Mom's are the best. Lost my mom to cancer 5 yrs ago. Wishing you and our daughters all the best with the walk. #MothersDay #breastcancer,0
2224,2097,891809650290466816,2017-07-30 23:56:04,@Lipton looking for authentic #breastcancer patients for your awareness campaign this year hit me up! We have volunteers at the ready pic.twitter.com/3ap1PrCrJg,0
2226,2099,818964427856891904,2017-01-10 23:35:09,@MBCC2014 @BRCALondon @bellibob @debecca @deedeesmiles4u pls have a read of my blog  & retweet TY #breastcancer,0
2227,2100,839620637471686656,2017-03-08 23:35:34,@meghankabir check out my new and first ink! #survivor #breastcancer #10yearscancerfreepic.twitter.com/chJ3qXIq58,0
2228,2101,847598158242734080,2017-03-30 23:55:23,@mike_pence thanks for taking away my #breastcancer screenings.#PlannedParenthood,1
2229,2102,819322495039926272,2017-01-11 23:17:59,"@MPDStockport Thank you so much for following us, Media. Connect with our #breastcancer fund on Twitter  @AfterMastectomy",0
2230,2103,1059228743833714944,2018-11-04 23:39:46,"@MPRpolitics @TinaSmithMN @KarinHousley @CathyWurzer we need to keep our promises to women in #breastcancer treatment under federal/state treatment coverage. HEARTLESS of Wurzer not to ask, Smith not to answer.",0
2231,2104,838899392748863488,2017-03-06 23:49:35,@myUHC my mom just got diagnosed with agressive #breastcancer and now YOU GUYS withhold her treatment! #cancersucks WTF,0
2232,2105,885274678469824512,2017-07-12 23:08:25,@NateDiaz209 please help my mom if you can if not please atleast send a message for her to keep fighting against #breastcancer,0
2234,2107,1055236431491293056,2018-10-24 23:15:45,"@NHSBartsHealth #breastcancer I had the most awful experience with an oncology registra at Barts today, who told me that “it was not her responsibility to sort me out” i.e talk to me about my results it was the nurses responsibility - should she work in a hospital?",1
2235,2108,818961371488468992,2017-01-10 23:23:01,@nirobe96 @markandlisa10 @bjj1212 pls have a read of my blog  & retweet TY #breastcancer,0
2236,2109,913547610077753344,2017-09-28 23:34:57,@OfficialJLD our @MBCC_MHBT family sends love and support for your journey. #breastcancer,0
2237,2110,962822900331040768,2018-02-11 22:57:22,@onelegcycling for my fellow cycling #breastcancer survivor,1
2238,2111,955951775030431744,2018-01-23 23:53:58,@realDonaldTrump excellent afternoon! Thank you for following my healing method results for #cancer. Every day more and more women are taken advantage of this simple and noninvasive curative method. #breastcancer #rheumatoidarthritis #Lupus and many more inflammatory diseases.,0
2239,2113,951955348805562368,2018-01-12 23:13:36,@ShowbizMillie Thank you for organising the production ticket. Would love to share our story with the @loosewomen and raise awareness of #organdonation and #breastcancer .,0
2240,2114,818964306880503808,2017-01-10 23:34:41,@Stickit2Stage4 @Groz_P @CultPerfectMoms @lgotl1230 pls have a read of my blog  & retweet TY #breastcancer,0
2241,2115,1045085553681723008,2018-09-26 22:59:47,"@SU2C if you need any first hand experiences, I can tell you about my #breastcancer journey #chemotherapy #hairloss #3moretogo #hennacrown #only30pic.twitter.com/2Zqziil663",1
2242,2116,847224592934420480,2017-03-29 23:10:58,@SundanceGstRnch just donated a stay at their wonderful ranch for our Silent Auction!  @puttingforepink Thanks! #breastcancer #CharityGolf,0
2244,2118,946884377212018688,2017-12-29 23:23:22,"@TDBank_US hates #women with #breastcancer. If you have an account with them, please shut it down. They have treated me wretchedly. #Shame on them. Please RT. Happy #newyear ",0
2245,2119,823316850247434240,2017-01-22 23:50:08,@TheCandyShow how do I get a copy of my new book One Loop at a Time to you?  @cbcbooks #creativity #healing #rughooking #breastcancer,0
2246,2120,823314996608241664,2017-01-22 23:42:46,"@TheCandyShow In response to #breastcancer I wrote & hooked my scar love letters, wrote One Loop at a Time & teach Hook a Healing Mat. #bookpic.twitter.com/d8Gzt1RNVR",0
2247,2121,966815201831120896,2018-02-22 23:21:21,@UALR Trojans honor our #breastcancer survivors and Dr. Issam Makhoul at their annual Pink Game tonight against Coastal Carolina. Go Trojans! @uamshealthpic.twitter.com/I93zKXBIQF,0
2248,2122,870791346638008320,2017-06-02 23:56:50,"@VAREJAOANDERSON my mom passed away from #breastcancer  in February, you where her favorite on the @warriors",0
2250,2124,980231105818316800,2018-03-31 23:51:22,@vicderbyshire is a wonderful soul and totally helped me during my #breastcancer journey. Her blogs were my bible. So impressed by what these ladies did ,1
2251,2125,932021641164480512,2017-11-18 23:04:10,"@VWolodzko ""If we want to do something about #metastatic #breastcancer we need more funding."" #stage4needsmore #planningtolive",0
2252,2126,979500940217733120,2018-03-29 23:29:57,@wonderwomanshel was the reason I got genetic testing in 2012... A mastectomy and a hysterectomy in the last five years... thanks to her for sharing her story  it spurred me on. Still one of my inspirations  #breastcancer #TheFullMontyLive #TheRealFullMontyLadiesNight,0
2253,2127,959559392403316736,2018-02-02 22:49:21,"| @RUNAAPI:""Our founders @scatepark,@chloebennet4,@bradjenkins hanging out with the amazing @doctran2018 at our first RUN meet up of 2018.This woman is a BEAST.From her #Vietnamese #refugee story,to her survival of #breastcancer TWICE-Dr. Mai-Khanh Tran is an #INSPIRATION(...)""pic.twitter.com/T5W4ZszqyD",0
2257,2132,941433249632485376,2017-12-14 22:22:32,"12/20/17 makes 1 year since my last treatment 4 triple neg. #breastcancer , stage 3.  So I thought my #radiation burn would be 100% faded 1 year later (notice shadow/tan on my neck) .  well I guess #God has other plans & I'm ok with that #TCE365 #My365Matters #healedpic.twitter.com/3z3MPNTqil",1
2258,2133,965367271140069376,2018-02-18 23:27:47,16 years ago I remember sitting with my mom in a hotel room in KC not sure of what the morning would bring. But she was a fighter then and still remains one of the strongest women I know. #breastcancer #masectomy #strongwomenpic.twitter.com/W29Cy5A8Hq,0
2259,2134,1024443224134316032,2018-07-31 23:54:32,"2 more doctor appts today, well one was my MRI. This will solidify that I'm cancer free so I'm anxious for this result. Follow-up 4 w/my plastic surgeon. Expander surgery still on schedule for end of next month. Finally. I'm not gonna lie, this has been a struggle #breastcancer",1
2260,2135,1043647254459043968,2018-09-22 23:44:30,2 years ago I sat in a bed at Northwestern Memorial Hospital in Chicago to receive my first chemo treatment of Taxotere Carboplatin Herceptin and Perjeta. It took about 5 hours to receive treatment plus fluids and steroids. #cancer #chemoversary #breastcancer #warrior #chemopic.twitter.com/1iTmdzwhBJ,1
2262,2138,884560072726028288,2017-07-10 23:48:50,"2/2 I'm at @swedish daily & that was even before radiation. Everyone means so much, so thank U & everyone 4 helping me fix my #breastcancer",1
2264,2140,834901160196718592,2017-02-23 23:02:02,"3½ yrs I had a dbl mastectomy. Today, my mother was diagnosed w/#breastcancer. Have you had your annual mammogram? It's so important!",1
2265,2141,983491755508097024,2018-04-09 23:48:01,"4/26 I’ll be playing some music while @drkristifunk signs her new book #Breasts the Owner’s Manual! Join us at @amoebamusic.  Free show, meet and greet, signing and refreshments! With hope for a cure for #breastcancer, and awareness so that we may prevent it, XOC #survivor",0
2266,2142,829819304485015552,2017-02-09 22:28:34,5 years ago 2day I was diagnosed w/ #breastcancer. Now I #livelifenow and am amazed that I am following my #handbag designer dream #fashionpic.twitter.com/cgWLSftMp9,1
2267,2143,920438249285455872,2017-10-17 23:55:54,7 #radiation  treatments to go...then I need someone to fix my back. That positioning is brutal. #breastcancer,1
2268,2144,950509171941687296,2018-01-08 23:27:00,"A couple weeks ago our team for #HoweverLong, our film in #production about #breastcancer, talked with the #utahfilmcommission about working as a #filmmaker in #utah.  Grateful for such a talented and generous team!pic.twitter.com/GLFxPamamI",0
2269,2145,843223923076595712,2017-03-18 22:13:44,A fan of our #breastcancer campaign loved it so much she made this for a cake competition & won bronze! #knowyourlemons #beautifultierspic.twitter.com/aYsTTEwDsZ,0
2272,2149,960662672273563648,2018-02-05 23:53:23,A massive thank you to the lovely people @ZenithHygiene for their amazing £100 donation on my @JustGiving page! #charity #skydive #breastcancer #TeamPRF,0
2273,2150,1023700870473687040,2018-07-29 22:44:41,"A test says I have an IQ of 170. I am smart. I am even  super smart. But, if my IQ were 170, I'd be in my basement lab discovering the perfect immunological response to prevent a cell from mutating into #cancer. #survivor #breastcancer #smarty #breastcancerawareness",0
2274,2152,823281116832550912,2017-01-22 21:28:08,"A year ago today #breastcancer changed my world. It came, I fought, I won! #fightlikeagirl #fuckcancer #survivorpic.twitter.com/RAdqC7LDP3",1
2275,2153,862443210672623616,2017-05-10 23:04:19,"A year ago today was the worst day of my life, but life goes on and ice cream melts so enjoy it while lasts! #stupidcancer #breastcancer pic.twitter.com/XrF2X1AZdj",1
2276,2154,987826784040349696,2018-04-21 22:53:52,About 91 injections of triptoreline since 2011 for my hormone responsive #breastcancer. Every time is like being hit by a train. We need better treatments now #bcsm,1
2278,2156,1029145519501790976,2018-08-13 23:19:47,Absolutely no one wants to be alone during their #cancer treatment. Now because of this site we will have people all over the world available anytime day or night!  We couldn't be more excited to bring this to you our friends.  #cancer #breastcancer #lymphoma #Leukemia #community,0
2279,2157,959561476867592192,2018-02-02 22:57:38,According to the @WHO #breastcancer is in the top 5 most frequently diagnosed #cancers globally! That is why our focus is on life-saving research towards an end to breast cancer. This Sunday Feb 4 is #WorldCancerDay.pic.twitter.com/TTFbYbx7gg,0
2280,2158,1003780667778331008,2018-06-04 23:28:55,After 8 years of battling and multiple procedures my mom was told that as of right now she is cancer free!  #ovariancancer #breastcancer,0
2281,2159,851221165087621120,2017-04-09 23:51:55,"After an awful article I read today re: #breastcancer, my next tattoo=the Millennium Falcon w/the quote ""Never tell me the odds"" #ihadcancer",1
2282,2160,986377004390821888,2018-04-17 22:52:58,"After months of bad news, my Mom FINALLY received some good news today on her #breastcancer! And guess what! It didn't spread & things are looking up! This woman is kicking #cancer 's butt!!! No one is stronger than my Mom. #AnnsTribe #StrongerthanCancer",0
2283,2161,845416311341625344,2017-03-24 23:25:30,"After watching my mom die from #breastcancer , your apology doesn't mean . #KarmaIsABitch",0
2285,2163,871150168967696384,2017-06-03 23:42:40,"Ahh, Mother nature at its finest; worked thru recovery #breastcancer to be in my happy place  Todah Rabah @AronMinkoff cause of you pic.twitter.com/jOMX4eSXIQ",1
2286,2164,996517384629379072,2018-05-15 22:27:13,"Aiding a friend with #breastcancer. Today in radiology, I spoke with a #Millennial waiting for her ultrasound results. Very pleasant, intelligent and grounded but 1/2 hour later she ran out of her consultation white as a sheet. Don't #complain anywhere near me for a few days ...",0
2287,2165,929849021614690304,2017-11-12 23:10:57,"All done, we done for raising awareness, I have a good friend battling this at the moment  #breastcancer",0
2290,2168,859918338218176512,2017-05-03 23:51:22,"Also for me, so ~$280k for 2 of us. #breastcancer Good to know what our leaders think of hard working people who have cancer @RepFredUpton",0
2291,2169,1022261114393054976,2018-07-25 23:23:37,also I don't know how the show's going because I'm literally starting from the beginning but once I saw my girl @Sharaya_J I was hype because #BANJI goes HARD and because #breastcancer survivors go even #HARDER,0
2292,2171,1032775135953121024,2018-08-23 23:42:35,"Amazing #Poets @nktgill @holliepoetry and @jusmunkaur have inspired me to start publishing some of my poems online, so here's a wee #poem about my relationship with the Grim Reaper. If you've also had #cancer {or a brush with death}, maybe you can relate. #breastcancer #poetrypic.twitter.com/9dvzi7Ht3S",1
2293,2172,934932478845911040,2017-11-26 23:50:47,Amazing achievement Zania well done! I am an amputee & completed mine in Dec 2016 2 weeks b4 being diagnosed with #breastcancer,1
2294,2173,914266457420201984,2017-09-30 23:11:24,"Amen!  I watch football for fun, not to be reminded of #breastcancer that killed my sister & I had as well.",1
2295,2174,908821585812844544,2017-09-15 22:35:25,And by the way boobs are great. Boobs have never let me down. #breastcancer #ibelieveinboobs #allboobsaregreat,0
2297,2176,903040998204256256,2017-08-30 23:45:26,"And we monitor approvals at the #FDA. It’s a unique role for a #breastcancer org, but we’re proud to be doing the work.",0
2299,2178,1019721043601248000,2018-07-18 23:10:16,Any African American #breastcancer survivors who have been cancer free for a year or more interested in participating in a paid focus group in Durham DM me for details. RT!,0
2302,2181,922975019029975040,2017-10-24 23:56:07,Are you walking for Strides against #breastcancer this month? You inspired me to volunteer! @MJLaBeff,0
2305,2184,847588881805570048,2017-03-30 23:18:31,as a breast cancer survivor applause applause!!!  I call myself the mamo B**** Sooooo important  #BreastCancer going on 12 yrs 4 me,1
2307,2188,1050890984681292032,2018-10-12 23:28:30,At #Brasforacause to celebrate/sponsor and support the courageous  #breastcancer survivors we know  @HRPrendeville,0
2310,2191,969710240253005824,2018-03-02 23:05:12,"At our #PinkTieGuys events, we provide a space where gentlemen in #LA are able to gather in a natural, no pressure environment and discuss their #breastcancer journey with other men involved in a similar experience with a loved one. Call 310-575-3011 and ask to speak with Eddie.",0
2311,2192,1010306156668080000,2018-06-22 23:38:52,"At the Sunshine Day Cancer Wellness Support showing our gorgeous lingerie  #sunshineday #cancersupport #breastcancer #tenyearsurvivor #tenyearthriver #selfcare #sexysurvivors #mastectomylingerie #mastectomybras #pocketedbras #luxurylingerie  @ Leura, New South Wales",0
2313,2194,950500947175923712,2018-01-08 22:54:19,"B/c I love trying things & shedding my #comfortzone, launched @PursuePositives today! Learned so much about how #nutrition, #attitude, #fitness, & #Health helped me deal w/ #breastcancer.  Honored could help 6 other women in 2017. Hope to #motivate many more. Please share & #rt!",1
2315,2196,970080149927538688,2018-03-03 23:35:05,Become a Pink Champion in the 2018 #SydneyHalfMarathon to show your support for all those we love affected by #breastcancer. pic.twitter.com/r0SkNlmzPX,0
2316,2197,877676103573417984,2017-06-21 23:54:24,"Before #NationalSelfieDay ends, we must share #selfies of @pbellohusen, our Survivorship pgm specialist & 5-yr #breastcancer survivor! #ROCpic.twitter.com/dgGhy8XGrb",0
2317,2199,949058412075040768,2018-01-04 23:22:12,"Being a #patientadvocate & writing a paper for @abreastcancer about advances in #radiation for #breastcancer patients gives me hope for improved outcomes. As reported from @reshmajagsi Abram Recht, MD, @BIDMChealth , & Candance Correa, MD @SABCSSanAntoniopic.twitter.com/CvLKVOdFbG",0
2318,2200,954126319989743616,2018-01-18 23:00:16,"Best wishes and congrats to #cancerwarrrior Izabela for finishing her #cancertreatment! Izabela celebrated the end of her #chemotherapy w/ a symbolic banging of the gong, which is a new post-treatment tradition for our #cancerpatients! #breastcancer #hopepic.twitter.com/3WWEUSIFnK",0
2319,2201,1028065978297576960,2018-08-10 23:50:04,"Big thanks to our friends at @Royals, @royalscharities and Edelman & Thompson for sharing the proceeds of the 50/50 Raffle at tonight's Royals v. @Cardinals game. 100% of our portion is invested in the fight to save lives and end #breastcancer forever! #KomenKC25 #MoreThanPinkpic.twitter.com/J7SwmIXtBv",0
2320,2202,911361764486348800,2017-09-22 22:49:11,Blame my #breastcancer treatment & lay on bed watching #JohnWick on @SyfyTV or do a little house work? #firstworldproblems,1
2321,2203,1031319024779570944,2018-08-19 23:16:31,"Boob-Voyage!! Tits been real, but it’s time to get something off my chest. Surgey 9/4.  A little nervous, a lot ready for the worst of this to be over with. #BreastCancerAwareness #breastcancer  pic.twitter.com/goZC0WOyS9",1
2324,2206,885273104859226112,2017-07-12 23:02:10,"BRCCA test is negative. I do NOT carry the #breastcancer gene to pass onto my daughters, but they're still higher risk than others",0
2325,2207,885278869925675008,2017-07-12 23:25:04,Breaking news! @cancerNSW has funded #TalkTouchTest #breastcancer campaign. Thanks on behalf of our communities. @lbqwhc @BreastScreenNSW,0
2328,2210,846503494139850752,2017-03-27 23:25:34,busily working away at our 5th Annual Putting Fore Pink charity golf tournament on May 27/17! #breastcancer #CharityGolf #guildfordgolf,0
2329,2211,835989658236555264,2017-02-26 23:07:21,Calling all prayer warriors!! Please pray for my sweet momma & the doctors & nurses at MD Anderson. Thanks! #breastcancer #IBC #CANcerpic.twitter.com/iSuQl1Vpbd,0
2330,2212,837807843784986624,2017-03-03 23:32:10,Cancer has disrupted our lives but we are still a couple who loves date nights. #breastcancer #journey #guelph #love #couplepic.twitter.com/BBD8gOBTKr,1
2332,2214,906289341240152064,2017-09-08 22:53:11,"Cannot believe, two of my lucky numbers! Thanks @GreatPinkRun #breastcancer #cancerresearchpic.twitter.com/WEv3FMt29A",0
2334,2216,1028058430722989952,2018-08-10 23:20:04,"Catch our #breastcancer survivors lining the bases during pre-game! BC survivor #MollyHammer will sing the National Anthem and 1 of our top #Race fundraisers, #AlenaWille, will throw out the first pitch at the @Royals v. @Cardinals game! @royalscharities @SusanGKomen #KomenKCpic.twitter.com/Ih45h42l6Q",0
2335,2217,873679278751178752,2017-06-10 23:12:26,Celebrate #NationalRoséDayِ with our Cabernet Pink and help in the fight against #breastcancer. Perfect for summer BBQs pic.twitter.com/jaZ78rQBod,0
2337,2219,1049810953053856000,2018-10-09 23:56:50,"Celebrating with my Mom, now 1 year  breast cancer free!! Never lose sight of the horizon. Every day is a great day. Be grateful for every day. #BreastCancerAwareness #breastcancer #beatingcancer #cancerresearch #Pinktoberpic.twitter.com/QKnGm5DHe7",0
2339,2221,940730588176138240,2017-12-12 23:50:24,Cheers to the Wonderful Women I’ve met on The Twitter. Like @tatterededge who is generously teaching me collage art to help with my healing. #breastcancer #art  ,0
2340,2222,967537483440443392,2018-02-24 23:11:26,Chemo has got me down for the count!  Bone and muscle pain from the Nuelasta. Just waiting to feel a little like me again. Hopefully it happens sooner rather than later so I can enjoy myself before the next round. #breastcancer #chemotherapy,1
2341,2223,840711926455783424,2017-03-11 23:51:57,"Closing out our ""environment & #breastcancer"" general session is Sarah from @Honest! #YSCSummit17",0
2343,2225,1001595499483422976,2018-05-29 22:45:50,Come drop by booth 310 if you’re at #aosw2018 . Grab some #breastcancer resources and enter our raffle. Excited to be here! #oncology #bcsm #oncologysocialworkpic.twitter.com/htHRZFJyZT,0
2347,2229,984931498053615616,2018-04-13 23:09:02,Conclusion slide from Dr .C. Kent Osborne on targeting Her2+ #breastcancer Do all pts need chemo too? How do we address heterogeneity? #bcsmpic.twitter.com/JW7xVlBJUr,0
2348,2230,1025886658028359936,2018-08-04 23:30:13,Congrats to Ms Vicky Sproule from Genesis Cancer Care NSW who has recieved our 2018 Study Coordinator Prize. Who else loves nurses involved in #breastcancer #clinicaltrials research!pic.twitter.com/gsJmSR3wod,0
2349,2231,988178785458688000,2018-04-22 22:12:36,"Congrats, @borderm2020, on the amazing work you’re doing in our community.  Morgan’s raised more than $42K for #breastcancer research/@AmericanCancer & she’s only a sophomore in high school!  It was so fun to come out and support Stay A-Breast 2018! @FortDodgeIow @FortDodgeIowapic.twitter.com/yDmLVmgQ3Y – at Fort dodge senior high",0
2350,2232,996169866758574080,2018-05-14 23:26:18,Congratulations @6state @lesliegsmith749 and @IrinaBrooke1!  You’ll receive both books!  Please DM me your complete name and address.  Thank you! #breastcancer #brca #brca1 #breastreconstruction #SharedDecisionMakingpic.twitter.com/wJvU3dMnPZ,0
