,Tweet,Treatment
579,I'm done with #Radiation treatments to cure my #breastcancer. Thank You Long Beach Memorial Medical Center Radiation Dept for 33 days of treatment to make sure my breast cancer never returns! #lifeisbeautiful #BreastCancerAwarenessMonth #fuckcancerpic.twitter.com/npLk4FFpYB,chemotherapy
580,I'm making public the rather wild and wooly phone hearing we had with HSJ Ellen Longfellow and @RamseyCounty Ebony Phillips slashing my wife's @MedicaidGov for #breastcancer Notice state allows county to refuse face-to-face hearing.,stearate
581,"Join us March 27: @TheGoodBreast reception, Q&A w/ @bernaweg & patients from our #documentary at #GWU! #breastcancer #DC @GWtweets it's FREEpic.twitter.com/C3UUG25viQ",herceptin
582,Lets break fear barriers & get conversation going about #breastcancer and #ethnicminorities @SwindonIndian @SwindonTemple. Can we discuss?,femara
583,Look forward to #ASCO18 complementary session chaired by Dr. Karen Smith @HopkinsKimmel - fertility significant issue for our young families undergoing therapy for #breastcancer pic.twitter.com/Ac5VWeSVey,monotherapy
584,"b'since a lot of breast cancer patients have asked:\nhormonal therapies (tamoxifen, fulvestrant, and aromatase inhibitors such as letrozole, anastrozole, and exemestane) do not weaken or affect your immune system.  no ""extra"" need for concern amidst the coronavirus outbreak.'",tamoxifen
585,"b'since a lot of breast cancer patients have asked:\nhormonal therapies (tamoxifen, fulvestrant, and aromatase inhibitors such as letrozole, anastrozole, and exemestane) do not weaken or affect your immune system.  no ""extra"" need for concern amidst the coronavirus outbreak.'",letrozole
586,"b'since a lot of breast cancer patients have asked:\nhormonal therapies (tamoxifen, fulvestrant, and aromatase inhibitors such as letrozole, anastrozole, and exemestane) do not weaken or affect your immune system.  no ""extra"" need for concern amidst the coronavirus outbreak.'",anastrozole
587,"b'since a lot of breast cancer patients have asked:\nhormonal therapies (tamoxifen, fulvestrant, and aromatase inhibitors such as letrozole, anastrozole, and exemestane) do not weaken or affect your immune system.  no ""extra"" need for concern amidst the coronavirus outbreak.'",exemestane 
588,b'i'm worried about my professor on breast cancer treatments with a weakened immune system. i'm worried about my professor that is in his 80s. i'm worried about sitting elbow to elbow in my lecture of 150 students. i hope bsu does what is obvious.',chemotherapy
589,b'@theellenshow hi ellen.  i would love if u can give a shout out to my godmother regina hopkins.  aka deedee . she is going through chemo for triple negative breast cancer . she and her partner of 23 years are your biggest fans \xe2\x9d\xa4\xe2\x9d\xa4',chemotherapy
590,b'many thanks gaynor.  #bccww see here.  particularly useful for compression glove users &amp;/or arm sleeve and gauntlet.   #cancer #breastcancer @ybcn_uk @metupuk general advice but particularly for anyone with  lymphoedema.',lymphoma
591,b'sometimes i think i'm a pile of shit and then i look at my facebook memories of when i helped a veteran and breast cancer survivor keep her marriage together with her husband who was also a vet with a bad tbi by finding her a sex therapist in her area.',aredia
592,"b'6 months ago almost to the day i was diagnosed with stage ii/iii metastatic breast cancer. today, after 8 rounds of chemotherapy, a lumpectomy and the removal of several lymph nodes, my mri and pathology reports show that i am cancer free!!!! \xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80 #beatcancer #fightlikeagirl'",chemotherapy
593,b'i'm worried about the virus since i don't have the best health but i'm more worried for my mom since she has breast cancer and chemo weakens her immune system a lot',chemotherapy
594,"b'#factoftheday ""women ages 40 to 44 should have the choice to start yearly #breastcancer screening with a mammogram if they wish to do so.""\n#cancerawareness #wednesdaywisdom #wednesdaythoughts #wednesdayvibes #wednesdaymotivation #africanwomen #womenshistorymonth @americancancer'",stearate
595,b'@maggievt @resisterforever i have complications from breast cancer treatment.\n\ni have edema in my whole body plus stage one lymphedema in my left arm.\n\ni already retain fluid.',lymphoma
596,"b""@krazy4ujc @jesus_porvida mom, who is in heaven early due to recurring breast cancer was from shawnee &amp; we were raised on dad's garden okra. she was a wonderful cook &amp; mom in countless ways &amp; best of all she became my sister in christ a few weeks before boarding the love train. dad &amp; my sis are with her.""",halaven
597,"b'as a board member at a senior living community that includes assisted living, memory care &amp; a health center and having a niece w/ compromised immune system due to breast cancer chemo, i am so thankful for thoughtful, cautionary steps being taken to protect #coronavirus spread.'",chemotherapy
598,"b'as a board member at a senior living community that includes assisted living, memory care &amp; a health center and having a niece w/ compromised immune system due to breast cancer chemo, i am so thankful for thoughtful, cautionary steps being taken to prevent #coronavirus spread.'",chemotherapy
599,"b'@target please stop being so damn cheap and turn on your ac. in case you haven't been informed, socal doesn't have winter. sincerely, a medically induced menopausal breast cancer survivor with hot flashes and a 5 month old. #sweatyaf'",halaven
600,"b'@elendil_nz so sorry to hear about your son. these are crazy, scary times. my daughter in law is on chemo for breast cancer so i'm also worried about her. \xf0\x9f\x98\x94'",chemotherapy
601,"b'@medicalcinema @yaletung @butterflynetinc reminds me of a professor's wife, who researches breast cancer and worked on her own cancer cells when she was dx'd. she said the first time she truly felt in control was when she was looking at the cells under her scope!'",regimins
602,b'@rehs6k @sinapise @killpace no i'm defending the aspect of the fear of losing someone close because i lost my aunt to breast cancer two years ago',femara
603,@kenklippenstein reminds me of the pink israeli fighter jets and oil drilling bits to raise breast cancer awareness.,regimins
604,"b'@piersmorgan piers, as a 65 year old , recovering from chemo for breast cancer i am concerned. i live a few miles from anfield and it's absolutely irresponsible and outrageous! it's all about the \xc2\xa3\xc2\xa3 !'",chemotherapy
605,"b'@edmthotiana mom had surgery/chemo for breast cancer surgery a year ago and both my parents are in their late 60s. i feel you, i've been texting my mom every morning making sure she's feeling ok'",chemotherapy
606,"b""@plsburh @mngop @mnsrc @tim_walz @peggyflanagan i have two types. breast and ovarian cancer. i'm in constant pain and im only 25yo and single mom. there's way i can pay for cancer treatments sice all my money goes to my 3yo. i have a go-fund-me page, the link is on my page.""",chemotherapy
607,"b""at 53 i had breast cancer. i had 2 surgeries, 38 radiation treatments. i worked throughout treatment. it kept me sane. i'm soon to be 75. cancer free, no mastectomy.  you will be ok. my prayers are with you.""",radiation_treatments
608,"b'@j_8991ali thats good news ali really happy for her, remember about over a year ago i put a tweet up saying my sister inlaw had breast cancer shes been through chemo and radiotherapy and had the all clear for now \xe2\x9d\xa4xx'",chemotherapy
609,"b'@j_8991ali thats good news ali really happy for her, remember about over a year ago i put a tweet up saying my sister inlaw had breast cancer shes been through chemo and radiotherapy and had the all clear for now \xe2\x9d\xa4xx'",chemotherapy
610,"b""@noisybutters i didn't have breast cancer but i've had cancer before and it got cured after 3 full sessions with the highest dosage of chemo 5 days out of the week and 3 surgerys. chemo was terrible! and i'm glad you support cancer awareness thank you! \xe2\x9d\xa4""",chemotherapy
611,"b""@noisybutters i didn't have breast cancer but i've had cancer before and it got cured after 3 full sessions with the highest dosage of chemo 5 days out of the week and 3 surgerys. chemo was terrible! and i'm glad you support cancer awareness thank you! \xe2\x9d\xa4""",chemotherapy
612,b'so today i was diagnosed with breast cancer. optimistic about the outcome. decided to start on my bucket list. first up was little mikes @michaelscodub . been wanting to go for ages. thought sod the cancer and sod the coronavirus. a wonderful evening for hubby and i. sublime .',stearate
613,"b'@jaywhyelle so sorry to hear this.  my wife and i endured this in 2018.\n\nshe did have breast cancer.\n\nafter surgery and chemo, my wife is now cancer free.\n\nshe is a warrior.\n\nshe is my hero.\n\nit is not a death sentence.'",chemotherapy
614,"b'@dburton3 @rebel_yell1000 @lindamusgrove9 @freedomdfighter @marsha51287475 @he48300141 @merde_jacques @rionnile @tonykimble4 @tc1776 @tesslawver @charlesaskov @lvraybon @jodiegm @wattzzd it actually wasn't much. breast cancer in 85. radical m. the chemo sucked big time. \n\nbut i flew from ca to pa for a dog show the thursday after i got out of the hospital on sunday. showed my dog, too, all three days. \n\ndoc said i could go if i felt like it.'",chemotherapy
615,"b'@sevcohsbaseball @tyson_mcfall will be playing in memory of his poppy, rodger brackins, who died from lymphoma and in honor of his nana, me!, who is a breast cancer survivor!  i love you, tyson!  #proudnana'",lymphoma
616,"b""i am terrified. i'm terminally ill with stage 4 breast cancer that has metastasized to my lungs and am receiving weekly chemo to try and stabilise it. today was the quietest i'd seen the hospital and roads. (1/3)""",chemotherapy
617,"b'i'm an advocate of high dose vit c by iv, having chosen this as an adjunct to treat breast cancer instead of chemo in 2006. the fact that it is being used to treat #covid\xe3\x83\xbc19 is of no surprise to me and i hope that this information spreads far and wide. #boostyourimmunity #vitc'",chemotherapy
618,"b'@templesmarkets i did the same in 2002 plus hydrogen peroxide ivs. i wanted to do this instead of chemo, but my doctor told me i had to do the chemo as well to make sure the breast cancer cells were killed due to its ability to metastasize elsewhere, &amp; ivs would be therapeutic &amp; detox the chemo.'",chemotherapy
619,"b'@templesmarkets i did the same in 2002 plus hydrogen peroxide ivs. i wanted to do this instead of chemo, but my doctor told me i had to do the chemo as well to make sure the breast cancer cells were killed due to its ability to metastasize elsewhere, &amp; ivs would be therapeutic &amp; detox the chemo.'",chemotherapy
620,"b'@templesmarkets i did the same in 2002 plus hydrogen peroxide ivs. i wanted to do this instead of chemo, but my doctor told me i had to do the chemo as well to make sure the breast cancer cells were killed due to its ability to metastasize elsewhere, &amp; ivs would be therapeutic &amp; detox the chemo.'",chemotherapy
621,"b'@templesmarkets i did the same in 2002 plus hydrogen peroxide ivs. i wanted to do this instead of chemo, but my doctor told me i had to do the chemo as well to make sure the breast cancer cells were killed due to its ability to metastasize elsewhere, &amp; ivs would be therapeutic &amp; detox the chemo.'",chemotherapy
622,b'prayers for my mom sandy as she started chemotherapy for breast cancer today. 8 treatments over the next 4 months. i pray this will take care of the problem.\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',stearate
623,b'prayers for my mom sandy as she started chemotherapy for breast cancer today. 8 treatments over the next 4 months. i pray this will take care of the problem.\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',chemotherapy
624,b'prayers for my mom sandy as she started chemotherapy for breast cancer today. 8 treatments over the next 4 months. i pray this will take care of the problem.\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',chemotherapy
625,b'if you're a cancer fighter/survivor please reach out to me. looking to start a support group. #cancersurvivor #cancerawareness #awareness #fighter #leukemia #lymphoma #breastcancer #ovariancancer #braincancer #thyroidcancer',stearate
626,"b""@michaelspathith my 70 year old mother is a recovering breast cancer survivor. she is relying on people isolating themselves and reducing the number of infections to lower her chance of acquiring the virus. i am not concerned about myself, i'm concerned for her.""",cisplatin
627,@zararahim if i recall he has type 2 diabetes. she is a breast cancer survivor.  i hope their okay.,trexall
628,"b""@sam4nd the only danger is to anyone that has a compromised immune system...from 0-100. right now my sister is fighting breast cancer and if she get's this she could die from it...because she has not immune system from the chemo.""",chemotherapy
629,b'as someone who works with breast cancer patients i must say this is the best nipple tattoo i've ever seen and we do these in my office \xf0\x9f\xa4\xa3',knippex
630,"b'i'm so sad my mom will not be able to come visit this weekend. i've been looking forward to it! however, with her weakened immune system from breast cancer / chemo treatments i convinced her it was better safe than sorry! \xf0\x9f\x98\x95 #coronavirus'",chemotherapy
631,"b'i'm so sad my mom will not be able to come visit this weekend. i've been looking forward to it! however, with her weakened immune system from breast cancer / chemo treatments i convinced her it was better safe than sorry! \xf0\x9f\x98\x95 #coronavirus'",chemotherapy
632,"b""so... my husband is a type 2 diabetic and i'm about to have a biopsy for possible breast cancer on friday. now i have to fear covid 19 on top of everything else.""",femara
633,"b""@soxbearpayton @bigsexxy_75 @barbersox @barstoolwsd my mom told me the parents on my high school baseball team were rude to her because she didn't join their book club or something\n\nshe had breast cancer and was going thru chemo""",chemotherapy
634,"b'was so excited to make it through double mastectomy, 16 rounds of chemo, and 5 weeks of radiation to beat breast cancer...only to die in a pandemic 3 weeks later? seems harsh. #breastcancer #breastcancersurvivor #covid_19'",chemotherapy
635,"b'@tweepout i just finished radiation for breast cancer a month ago, and i'm pretty worried. self-isolating as much as possible, but i have a child at college, and i know they'll have to cancel that soon. hope it's not too late, but her generation may  lose a lot of parents thanks to trump.'",cisplatin
636,"b""@lenny_v_bane @stugnau @marinachikitita @gpavlov fake\nonce you cure breast cancer melanoma you try chems whatsoever.. if it doesn't work - you cut it off,as only survival chance, all chems had been tested:30 years.. have you seen many changes? we see only bad for worse,worse for worst.. porosheko- is a part of it withnoproblems""",chemotherapy
637,"b""@lenny_v_bane @stugnau @marinachikitita @gpavlov fake\nonce you cure breast cancer melanoma you try chems whatsoever.. if it doesn't work - you cut it off,as only survival chance, all chems had been tested:30 years.. have you seen many changes? we see only bad for worse,worse for worst.. porosheko- is a part of it withnoproblems""",chemotherapy
638,"b'for me, this was a challenging talk to put together (many things i do not work with on the therapeutic side). not to mention there are four different nccn guidelines for breast cancer alone! so grateful dr. paula silverman was able to help me pare it down @nccn #breastcancer'",chemotherapy
639,b'@lisasevern i had exactly that condition. i remember feeling the same elation when my mum took me to the doctors thinking i had breast cancer. obv it was not cancer as i then found out.',eloxatin
640,"b'@jaywhyelle i have a rare form of estrogen formed metastatic breast cancer stage 4 and am able to keep it in check with a mastectomy and injections n medication. so it can be manageable, fingers crossed for you!\xf0\x9f\x92\x96'",injectibles
641,"b""i am having treatment (chemo) for breast cancer i am really trying not to worry too much about coronavirus but i'm 67 so wonder is there any advice you can give me. #jeremyvine""",chemotherapy
642,b'@jeremyvineon5 @drchrissmith @drsarahjarvis i am having chemotherapy  at present for breast cancer  is there any advice other than the usual  common sense? thank you',chemotherapy
643,b'my 62-yr-old aunt isn't taking the #coronavirus seriously. she thinks the media is inflating the numbers to scare us. she has diabetes &amp; is a breast cancer survivor who lives with my 85-yr-old grandmother &amp; my 23-yr-old cousin who just beat lymphoma. i worry about them. a lot.',lymphoma
644,"b'// sorry i haven't been on , in a while. i'm going through medical issue with my breast irl. we aren't too sure if it's cancer or not. but i'll get my biopsy results back on tuesday when i see my doctor. i found some new rash , which i need to let them know. i'm still hurting.'",halaven
645,"b""i have to worry about my sister right now . she's had breast cancer and had a double mastectomy. she went through chemo and her immune system is absolutely terrible. she told me she's not going to walk around scared &amp; i said that's dandy , just don't walk around dumb! she gets it""",chemotherapy
646,"b'@jowie i *do* blame them, because faecal book won't allow adverts to be displayed for ladies who have had breast cancer and need reconstructive surgery - for reasons of flesh!\n\nif a mans nipple can be promoted (and you know i am a huge fan of them \xf0\x9f\xa4\xaa) then they should also allow ladies.'",knippex
647,"b'@tarziewarzie as usual the effects will be borne predominantly by women, but it effects both sexes. it also means the state is redefining who my mother and daughter are as women. and my wife who fought breast cancer for so long, and every other strong woman who shape my life.'",stearate
648,"b'@jhaverivatsala @complex yes, i recall telling everyone my mom had breast cancer while shirtlessly exposing my masonic tattoos in a viral video\n\nthis is totally normal'",trexall
649,"b'@tjbergwrites @harkaway for the particular research case, \xe2\x80\x98through brave improvisation we were able to get more data for cancer staging at the price of, err, giving two breast cancer patients nasty septicaemia' doesn't go down very well at all'",arave
650,"b'i have a genetic mutation that 1 in 200,000 people in the us have.  i also fell into a small % of women developing breast cancer at 30. i had less than a 1 percent chance going into anaphylactic shock during chemo but i did. i am not confident that my age (39) will protect me.'",chemotherapy
651,"b""@jdesmondharris my mom has breast cancer and is in the middle of chemo treatments; she also has compromised heart and lung function. she's planning to postpone treatment and isolate herself. she's a retired rn. tell your mom that my mom says to stay home.""",chemotherapy
652,"b""@jdesmondharris my mom has breast cancer and is in the middle of chemo treatments; she also has compromised heart and lung function. she's planning to postpone treatment and isolate herself. she's a retired rn. tell your mom that my mom says to stay home.""",chemotherapy
653,"b'@doctor_oxford just talked my 75 year old mum (who is very fit, albeit had breast cancer 7 years ago - no chemo) out of going to the v and a on a coach trip next week. the v and a where all the european tourists go....'",chemotherapy
654,"b'@thepubliususa @nolieslizzy @realdonaldtrump i think we should start a class action suit against nero.   i am sick to death of his lies.  i have stage 4 metastatic breast cancer.  i have lived with cancer for 28 yrs.  if i die from this, i am instructing my attorney to sue this pos for lying.  it is not a hoax.'",stearate
655,"b""my bout of being sick since january 4th. which led to pneumonia for the last 5 weeks. i have not been tested for covid19. nor do i believe i need to be. my body is immunocompromised. i've lost both breast to cancer and i have had 2 heart attacks. ignorance is the cause of fear.""",femara
656,@rnheath2 @idoheartfailure nope they do not. my aunt had breast cancer she wasnt there 6-8 hours everyday even during chemo.,chemotherapy
657,"b'@jeanellingen @drdenagrayson the answer is in the data. age, gender, overall health. my best friend is 62, breast cancer survivor, prone to asthma and bronchitis. she is super healthy food/ exercise/ medicine. she is not seeing her grandkids till everyone can be tested.'",repronex
658,"b'@vjallison1974 thank you. i am in self-isolation myself as a breast cancer patient going through chemotherapy, so it was the least i could do'",cisplatin
659,"b'@vjallison1974 thank you. i am in self-isolation myself as a breast cancer patient going through chemotherapy, so it was the least i could do'",chemotherapy
660,b'to the people who says this pandemic is overblown: my friend who is fighting lung and breast cancer has contracted the virus and is fighting for her life right now. she has only been out in public to get her chemo in the past month.',chemotherapy
661,b'one of my close friends has shared with me that she found out a couple weeks ago that she has breast cancer and couldn't find the heart to tell me until yesterday.. please say prayers for her as she starts treatments soon.',chemotherapy
662,"b""@bbclaurak @bbcnews a hole in the info. my wife's breast cancer has spread to her lungs and we're now locked down. my 35 yr old step daughter has breast cancer both in chemo. she is pulling her kids out of school to isolate. where's the support for the vulnerable? what does c19 do 2 chemo patients?""",chemotherapy
663,"b""@bbclaurak @bbcnews a hole in the info. my wife's breast cancer has spread to her lungs and we're now locked down. my 35 yr old step daughter has breast cancer both in chemo. she is pulling her kids out of school to isolate. where's the support for the vulnerable? what does c19 do 2 chemo patients?""",chemotherapy
664,"b'additionally, my 3yo daughter is high risk because she has asthma. my mother is at high risk because she is a breast cancer survivor. my mother-in-law is high risk because she is a lymphoma cancer survivor. my father-in-law is high risk because he has a history of heart disease.'",lymphoma
665,"b'many years ago, i lost my grandfather due to prostate cancer. in 2017, i lost my aunt due to breast cancer. this year last month, i lost my cousin/sister due to cervical cancer. today, i lost a friend due to lymphoma/cancer of the lymph nodes. god, take cancer away please!\xf0\x9f\x92\x94\xf0\x9f\x98\xad'",lymphoma
666,"b'@maf_fdlla @bby_lexia @kaz_6x @madebymariaf @itsmanijanee @thewalkingbritt @allianasabrina @rem_otl i- you literally told us to google it, cure by definition is like small pox or measles we have a cure so that we'll never get that. breast cancer no mam? i don't have to give out chemo therapy as an md to know that'",chemotherapy
667,"b'@maf_fdlla @bby_lexia @kaz_6x @madebymariaf @itsmanijanee @thewalkingbritt @allianasabrina @rem_otl i- you literally told us to google it, cure by definition is like small pox or measles we have a cure so that we'll never get that. breast cancer no mam? i don't have to give out chemo therapy as an md to know that'",monotherapy
668,b'@audsdisease i finished chemo and radiation one year ago. consider myself a breast cancer survivor. but i'm still staying away from crowds/people as much as i possibly can.',chemotherapy
669,"b'hi! i have a friend who is a teacher in a public school #nyc. she's back at work, but immunocompromised b/c of chemo, breast cancer etc. someone in 2 neighboring schools has tested positive for corona, but they are still expecting her to go into work. no shut down. 1/n'",chemotherapy
670,b'@vintagewingnut yeah that's what i'm trying to find out for a client of mine that has breast cancer and we were planning to start her chemo soon',stearate
671,b'@vintagewingnut yeah that's what i'm trying to find out for a client of mine that has breast cancer and we were planning to start her chemo soon',chemotherapy
672,"b'breast cancer recurrence at the nac after nipple-sparing #mastectomy #breastcancer #jama\n*n:944\n*f/u: 85months\n*low recurrence at nac:4%\n*consider:her2+,extensive intraductal,high grade,multifocal.'",knippex
673,b'@sukkafish99 @itamar1710 @defmohamedm cancer is way more deadly my mom had breast cancer she needed surgery and chemotherapy no one has said u needed those things for this virus yet no comparison',chemotherapy
674,"b""@brandondarby so worried about my dad and his wife. both in mid 80's, dad has a pacemaker she was recently diagnosed with breast cancer and they just don't understand how serious this is. \ntoday i hopefully got through to them with the fear of god behind me!""",femara
675,"b'i have #breastcancer and am in chemo. my kids are in public schools, which will not close until you make the suggestion. my parents are seniors and helping with their care. please protect the immune compromised and suggest that local school districts close. #closetheschools'",chemotherapy
676,"b""@nicalexm @swimnerds i would hope they would cover their mouths. i talked to my swimmers about not coming to practice if they have symptoms, and they know i'm already immuno-compromised because of breast cancer &amp; chemo\n\ni keep my distance and feel safe if they're in the water""",chemotherapy
677,"b'my mom died of lung cancer, my dad died of bladder cancer, my aunt died of ovarian cancer, &amp; two of my co-workers died of cancer.  my sister had lymphoma, my uncle colon cancer and my grandma breast cancer.\n\ni know 0 people with coronavirus.\n\nnow ask me what i'm more afraid of.'",lymphoma
678,"b""@skinsmercy @playoverwatch the atlantic skin honestly to me shouldn't come back as it was for the overwatch league, whereas the pink mercy skin was for breast cancer awareness. i also may be biased as i didn't start overwatch when the pink mercy skin came out but i did get the atlantic one.""",stearate
679,"b'stories from inside the quarantine #4\n\nthis one is about one of my relatives. its a long one, so this is gonna be a couple of tweets.\n\nshe had cancer. aggressive breast cancer that metastasized before this began. so shes been having chemo for at least a year.\n\n(1/6)\n\n#covid19'",chemotherapy
680,"b'literally just was texting with my mom about my grandma (who just got over breast cancer for the 2nd time) who is still going to church, water aerobics, etc. and lives in eastern washington. \n\nya, the state with the most infected'",stearate
681,"b'@spryguy @northeast_mama a friend of mine is getting chemo treatments for breast cancer right now...i am terrified for her &amp; those literally fighting for their lives.\nolder folks are also afraid to go out for groceries, breaks my heart. i hope we can be of help to those in need. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xe2\x9d\xa4\xef\xb8\x8f'",chemotherapy
682,"b'@spryguy @northeast_mama a friend of mine is getting chemo treatments for breast cancer right now...i am terrified for her &amp; those literally fighting for their lives.\nolder folks are also afraid to go out for groceries, breaks my heart. i hope we can be of help to those in need. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xe2\x9d\xa4\xef\xb8\x8f'",chemotherapy
683,"b""i just heard from my aunty yesterday that my other aunty in watford is going on a med cruise in may. she's 86 and is having chemo treatment for breast cancer \xf0\x9f\xa4\xaa""",chemotherapy
684,"b""@thewalkingbritt @allianasabrina @rem_otl chemotherapy makes your immune system weaker compared to that of a person who has never been through chemotherapy. my mom is a breast cancer survivor and even though it wasn't that bad, the chemotherapy destroyed her inmune system and now she must take care of not getting sick""",chemotherapy
685,"b""@thewalkingbritt @allianasabrina @rem_otl chemotherapy makes your immune system weaker compared to that of a person who has never been through chemotherapy. my mom is a breast cancer survivor and even though it wasn't that bad, the chemotherapy destroyed her inmune system and now she must take care of not getting sick""",chemotherapy
686,"b""@thewalkingbritt @allianasabrina @rem_otl chemotherapy makes your immune system weaker compared to that of a person who has never been through chemotherapy. my mom is a breast cancer survivor and even though it wasn't that bad, the chemotherapy destroyed her inmune system and now she must take care of not getting sick""",chemotherapy
687,b'@molliedamon @disney @airbnb my wife is on chemo meds and immuno compromised due to previous  breast cancer and i have 2 kids under 10. we're not taking the risks. meanwhile disney is like \xe2\x80\x9chave a magical day!\xe2\x80\x9d  out over $600.',chemotherapy
688,"b'@vicderbyshire i'm really scared. i had a heart bypass &amp; a tumour removed , followed by radiotherapy , then breast cancer surgery last year. currently having follow up radiotherapy . i feel completely worn out and i know that my immune system is weakened.'",chemotherapy
689,"b'@vicderbyshire i'm really scared. i had a heart bypass &amp; a tumour removed , followed by radiotherapy , then breast cancer surgery last year. currently having follow up radiotherapy . i feel completely worn out and i know that my immune system is weakened.'",chemotherapy
690,b'@fractiousowl @noplaceforsheep best wishes from an internet stranger.  my breast cancer surgery was two and a half weeks ago.  the relief was immense when pathology results showed i needed neither chemo nor radiotherapy.  may you too be cancer free soon.',chemotherapy
691,b'@fractiousowl @noplaceforsheep best wishes from an internet stranger.  my breast cancer surgery was two and a half weeks ago.  the relief was immense when pathology results showed i needed neither chemo nor radiotherapy.  may you too be cancer free soon.',chemotherapy
692,"b'my aunt has stage 4 breast cancer that has metastasized. her immune system is already shot from chemo. \n\nher and my uncle picked up some illness days ago, she developed pneumonia, went to the doc, and guess what? \n\nnot tested for #covid19. \xf0\x9f\x98\x94\n\n#coronaoutbreak'",chemotherapy
693,b'@lilnasx @lilnasx $kimp5 my mom has cancer and financial pressure is mounting. she's having to cut hours so she can recover from chemo. we are in the need of a finical blessing. we could really use this break through. my mother is a breast cancer warrior but this is a burdan.',chemotherapy
694,"b'yesterday,  i had my breast cancer surgery.  i was supposed to have lumpectomy with intra-operative radiation.  then they found cancer in my lymph nodes.  my world is turmoil.\nthis is a bad week.'",intragam
695,"b'yesterday,  i had my breast cancer surgery.  i was supposed to have lumpectomy with intra-operative radiation.  then they found cancer in my lymph nodes.  my world is turmoil.\nthis is a bad week.'",preoperative
696,"b""@sherrypollex this is me also,we live in alabama with no reported cases yet,but the state is prepared. my daughter is a teacher and schools are monitoring news of anything,being a breast cancer survivor i'm screwed also.stay safe sweet lady @sherrypollex""",stearate
697,"b""@blazemcwolf @k9dasy the world. can't hurt to talk to them about an appt. they're helpful w/ all arrangements too. you never know if there's an alternative or trial you can get in on. my sil has been living w/ stage 4b breast cancer for 12 yrs. a friend is 5 yrs clean of pancreatic. just fyi. 2/2""",calan
698,"b""@miamiredpill @joesilverman7 yeah. this is a horrific result of media fearmongering. i'm supposed to start red devil (adrimycin) and cytoxin next tuesday for a super aggressive form of breast cancer (triple negative). these hoarders piss me off.""",stearate
699,"b""@miamiredpill @joesilverman7 yeah. this is a horrific result of media fearmongering. i'm supposed to start red devil (adrimycin) and cytoxin next tuesday for a super aggressive form of breast cancer (triple negative). these hoarders piss me off.""",adriamycin
700,"b""@miamiredpill @joesilverman7 yeah. this is a horrific result of media fearmongering. i'm supposed to start red devil (adrimycin) and cytoxin next tuesday for a super aggressive form of breast cancer (triple negative). these hoarders piss me off.""",cytoxan
701,b'@bsbreastcancer @beatthemedian @borisjohnson @matthancock @nhsengland i have herceptin next week - i'll likely cancel as i'm stable. but i haven't been contacted! i suspect risk/benefit applies. if early in treatment you might not want to delay.',herceptin
702,b'@bsbreastcancer @beatthemedian @borisjohnson @matthancock @nhsengland i have herceptin next week - i'll likely cancel as i'm stable. but i haven't been contacted! i suspect risk/benefit applies. if early in treatment you might not want to delay.',halaven
703,b'so in my little wine family\n2 years ago someone 20 years older than me was diagnosed with her2+ breast cancer and did chemo and a double mastectomy \nlast year i was diagnosed with stage 3b postive for er and pr\nthis year someone 10 years younger was just diagnosed',chemotherapy
704,@tracybeanz my wife busting through the breast cancer pain of chemo,chemotherapy
705,b'@askjillian even if you took tamoxifen for 5 years like i did your immune system is compromised. i catch every bug there is so staying home except for quick dashes to the store. 12 years breast cancer free',tamoxifen
706,b'@marawilson @sarajbenincasa @wfkars @chrislhayes i worry for my friend who is a cardiac surgery nurse in seattle. she's a breast cancer survivor and having a tough round of lymph edema in her arm but she's just praying to not get sick so she can keep working. nurses are so dedicated.',aredia
707,b'@marawilson @sarajbenincasa @wfkars @chrislhayes i worry for my friend who is a cardiac surgery nurse in seattle. she's a breast cancer survivor and having a tough round of lymph edema in her arm but she's just praying to not get sick so she can keep working. nurses are so dedicated.',lymphoma
708,"b""god watched his children. perfect example. if i ever forget he's with me, he reminds me. did i tell u i'm a survivor of breast cancer &amp; didn't need chemo/radiation? god is so good.""",regimins
709,"b""god watched his children. perfect example. if i ever forget he's with me, he reminds me. did i tell u i'm a survivor of breast cancer &amp; didn't need chemo/radiation? god is so good.""",chemotherapy
710,"b""morning twitter. so my mom goes in for breast cancer surgery today. one breast is being removed. then lymph glands, et al. she's been a stubborn patient, love her more than ever.pls send good wishes and your twitter-little-bird-happy-thoughts at the minute \n#fucancer\n#fuckcancer""",lymphoma
711,"b""@jill_croteau beautiful story.  my wife had a similar story having achieved her master's during her fight with stage 4 breast cancer and eventually achieving principalship at her school in sherwood park alberta.  regardless of cancer, life must be lived to its fullest.  cheers to this student!""",biosimilars
712,"b'@doggintrump @teapainusa @kayleighmcenany faked cancer so she can get a free breast enhancement and calls herself a \xe2\x80\x9cprevivor\xe2\x80\x9d while real women suffer breast cancer and endure chemo, radiation treatments, and disfigurstuon. why should we take anything she says with a scintilla of seriousness?'",chemotherapy
